經度,緯度,屋齡,面積,建物類型,用途,樓別/樓高,佈局,電梯,管理員,車位數量,價格,行政區,交易年份
120.7231415424419,24.256426422941153,61,17.62,透天厝,住家用,全/二層,2房2廳2衛,無,無,0,"7,325,000",豐原區,113
120.7171494905902,24.25389625249784,46,50.23,透天厝,住商用,全/三層,5房3廳3衛,無,無,0,"14,600,000",豐原區,113
120.74554153158059,24.258957606169695,3,48.12,透天厝,住家用,全/二層,4房3廳6衛,無,有,0,"16,000,000",豐原區,113
120.71744082320394,24.237924110016774,46,59.28,透天厝,住商用,全/二層,7房3廳4衛,無,無,0,"10,700,000",豐原區,113
120.70170031878807,24.248566602776947,31,29.58,住宅大樓(11層含以上有電梯),住家用,四層/十六層,3房2廳2衛,有,有,0,"7,100,000",豐原區,113
120.72300287100043,24.238602501100246,48,36.81,透天厝,住家用,全/二層,3房4廳3衛,無,無,0,"9,450,000",豐原區,113
120.7137404008691,24.23261705058662,29,37.97,透天厝,其他,全/三層,4房2廳3衛,無,無,0,"11,111,111",豐原區,113
120.71377976659251,24.23262615348422,29,38.45,透天厝,其他,全/三層,4房2廳3衛,無,無,0,"11,111,111",豐原區,113
120.7174039200873,24.245716262502064,,17.89,華廈(10層含以下有電梯),住家用,四層/五層,1房1廳1衛,有,有,0,"5,880,000",豐原區,113
120.7174039200873,24.245716262502064,,17.89,華廈(10層含以下有電梯),住家用,五層/五層,1房1廳1衛,有,有,0,"5,880,000",豐原區,113
120.7174039200873,24.245716262502064,,17.89,華廈(10層含以下有電梯),住家用,二層/五層,1房1廳1衛,有,有,0,"5,880,000",豐原區,113
120.7174039200873,24.245716262502064,,17.93,華廈(10層含以下有電梯),住家用,三層/五層,1房1廳1衛,有,有,0,"5,880,000",豐原區,113
120.7174039200873,24.245716262502064,,17.89,華廈(10層含以下有電梯),住家用,三層/五層,1房1廳1衛,有,有,0,"5,880,000",豐原區,113
120.72449614677747,24.240212412232708,35,47.88,透天厝,住家用,全/二層,5房3廳3衛,無,無,0,"18,750,000",豐原區,113
120.71148839791864,24.240088991903296,53,49.79,透天厝,住家用,全/二層,3房5廳3衛,無,無,0,"19,500,000",豐原區,113
120.72441782431281,24.24457338485385,22,26.83,住宅大樓(11層含以上有電梯),住家用,三層/十四層,3房2廳2衛,有,有,0,"7,300,000",豐原區,113
120.70705422281208,24.25429249081465,35,26.72,公寓(5樓含以下無電梯),住商用,"一層,二層/五層",3房2廳2衛,無,無,0,"6,000,000",豐原區,113
120.71064486477671,24.24297673510415,29,10.27,華廈(10層含以下有電梯),住家用,二層/五層,1房1廳,有,有,0,"1,800,000",豐原區,113
120.70807392243265,24.247639931994843,43,73.03,透天厝,住商用,全/四層,5房3廳3衛,無,無,0,"19,680,000",豐原區,113
120.71649586969306,24.25998072382321,8,65.63,透天厝,住商用,全/四層,5房1廳3衛,無,無,0,"22,000,000",豐原區,113
120.73645163806096,24.27312700450493,31,103.70,透天厝,住家用,全/三層,5房3廳3衛,無,無,0,"31,220,000",豐原區,113
120.70744814843289,24.254293248869285,35,19.75,公寓(5樓含以下無電梯),住家用,五層/五層,2房2廳1衛,無,無,0,"5,000,000",豐原區,113
120.71793570441368,24.245708220285717,39,37.52,透天厝,住家用,全/二層,4房1廳3衛,無,無,0,"6,080,000",豐原區,113
120.72574085973771,24.25672909961711,14,19.31,華廈(10層含以下有電梯),辦公用,三層/九層,1房2廳2衛,有,有,0,"6,300,000",豐原區,113
120.70715370219698,24.245254451550704,36,61.91,透天厝,住商用,全/三層,4房2廳3衛,無,無,0,"14,880,000",豐原區,113
120.71712509569447,24.247115280334295,56,44.72,透天厝,商業用,全/三層,4房2廳2衛,無,無,0,"9,750,000",豐原區,113
120.7096213632854,24.242703904425504,54,26.47,透天厝,住家用,全/二層,3房2廳1衛,無,無,0,"7,600,000",豐原區,113
120.73477582314815,24.2500544763464,40,38.97,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"12,500,000",豐原區,113
120.70773565029619,24.244840227253448,49,64.85,透天厝,住商用,全/三層,4房3廳3衛,有,無,0,"20,000,000",豐原區,113
120.72120420770243,24.26869356666093,51,138.54,透天厝,工業用,全/二層,,無,無,0,"64,200,000",豐原區,113
120.73353582338859,24.249655023772895,35,47.80,透天厝,住家用,全/三層,5房2廳2衛,無,無,0,"11,700,000",豐原區,113
120.72263904278304,24.23836708758586,48,16.65,透天厝,住家用,全/二層,6房2廳1衛,無,無,0,"3,750,000",豐原區,113
120.71133242863004,24.248115665208044,63,29.16,透天厝,住家用,全/二層,2房1廳2衛,無,無,0,"8,800,000",豐原區,113
120.72172275167783,24.25218913955787,30,9.30,華廈(10層含以下有電梯),住家用,三層/十層,1房1廳1衛,有,有,0,"2,500,000",豐原區,113
120.7229423652393,24.257446368711,35,15.49,透天厝,住家用,全/三層,6房3廳3衛,無,無,0,"1,700,000",豐原區,113
120.70976086330731,24.241981845603167,34,35.94,公寓(5樓含以下無電梯),住家用,四層/五層,3房2廳2衛,無,無,0,"4,400,000",豐原區,113
120.7224160402729,24.254917217870172,44,70.89,透天厝,住商用,全/五層,,無,無,0,"4,970,000",豐原區,113
120.7143973342771,24.260328938994274,5,17.10,華廈(10層含以下有電梯),住家用,一層/七層,1房1廳1衛,有,無,0,"6,100,000",豐原區,113
120.72894639025574,24.221918137358344,43,26.90,透天厝,住家用,全/二層,5房2廳2衛,無,無,0,"9,200,000",豐原區,113
120.70170031878807,24.248566602776947,31,27.12,住宅大樓(11層含以上有電梯),住家用,十層/十六層,3房2廳2衛,有,有,0,"6,400,000",豐原區,113
120.72868826793945,24.24615214421536,48,58.33,透天厝,住商用,全/二層,3房2廳2衛,無,無,0,"22,000,000",豐原區,113
120.74557145541644,24.263716046926103,6,56.99,透天厝,住家用,全/四層,4房2廳4衛,無,無,0,"12,000,000",豐原區,113
120.70170031878807,24.248566602776947,31,29.61,住宅大樓(11層含以上有電梯),住家用,五層/十六層,3房2廳2衛,有,有,0,"6,200,000",豐原區,113
120.71757383889157,24.24903932485781,23,54.66,透天厝,住商用,全/四層,4房2廳4衛,無,無,0,"14,280,000",豐原區,113
120.73423107928457,24.246812035804492,2,83.91,透天厝,住家用,全/四層,3房3廳4衛,有,無,0,"34,000,000",豐原區,113
120.70672584088526,24.238590065330815,25,37.81,華廈(10層含以下有電梯),住家用,六層/九層,3房2廳2衛,有,有,0,"8,000,000",豐原區,113
120.72938097589544,24.244555205391006,48,27.52,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"8,800,000",豐原區,113
120.71864761076402,24.257826742405513,22,31.93,住宅大樓(11層含以上有電梯),住家用,二層/十四層,2房2廳2衛,有,有,0,"8,580,000",豐原區,113
120.72842900567774,24.25230960486334,4,29.04,住宅大樓(11層含以上有電梯),住商用,"一層,見其他登記事項/十二層",,有,有,0,"6,400,000",豐原區,113
120.72252135971024,24.251766225845174,27,10.54,住宅大樓(11層含以上有電梯),住家用,五層/十三層,1房1衛,有,有,0,"2,800,000",豐原區,113
120.73252715123554,24.24224025450312,1,72.13,透天厝,住家用,全/四層,4房3廳5衛,無,無,0,"26,800,000",豐原區,113
120.72923566282843,24.252726386271483,31,88.00,住宅大樓(11層含以上有電梯),商業用,地下層/十二層,,有,有,0,"3,000,000",豐原區,113
120.72392985630961,24.256220191343232,39,24.77,公寓(5樓含以下無電梯),住家用,三層/五層,3房2廳1衛,無,無,0,"4,550,000",豐原區,113
120.71438382965708,24.257556943798814,39,24.11,透天厝,住商用,全/二層,4房2廳3衛,無,無,0,"10,000,000",豐原區,113
120.7261693581711,24.249786406498202,51,38.93,透天厝,住家用,全/二層,3房4廳3衛,無,無,0,"15,800,000",豐原區,113
120.72172275167783,24.25218913955787,30,9.30,華廈(10層含以下有電梯),住家用,八層/十層,1房1衛,有,有,0,"2,500,000",豐原區,113
120.70807686677979,24.250664714938228,24,39.75,住宅大樓(11層含以上有電梯),住家用,十六層/十六層,4房2廳2衛,有,有,0,"8,230,000",豐原區,113
120.71250330094553,24.24418114269875,23,60.98,透天厝,其他,全/四層,6房3廳4衛,無,無,0,"17,500,000",豐原區,113
120.72508322485086,24.269441027419827,30,23.59,透天厝,住家用,全/二層,3房2廳3衛,無,無,0,"10,800,000",豐原區,113
120.72591105125974,24.250842365500397,55,26.19,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"5,400,000",豐原區,113
120.72258482553443,24.25882718074532,46,102.77,透天厝,住工用,全/二層,7房5廳3衛,無,無,0,"14,000,000",豐原區,113
120.7213839630006,24.231394230536637,16,51.89,透天厝,住家用,全/三層,4房3廳3衛,無,有,0,"17,000,000",豐原區,113
120.7070138114646,24.24613904172663,45,31.55,透天厝,住家用,全/二層,4房3廳2衛,無,無,0,"10,300,000",豐原區,113
120.70799019915684,24.24549082469941,28,70.32,透天厝,住家用,全/四層,4房2廳2衛,無,有,0,"3,057,000",豐原區,113
120.72467020363689,24.24627133133848,51,34.68,透天厝,住家用,全/二層,4房3廳2衛,無,無,0,"3,600,000",豐原區,113
120.72863157759052,24.221800201169906,43,26.90,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"6,500,000",豐原區,113
120.72287237500679,24.271558876023956,5,50.03,透天厝,住家用,全/四層,5房3廳4衛,有,無,0,"17,500,000",豐原區,113
120.71805768734282,24.25291376066614,62,36.08,透天厝,住家用,全/二層,5房1廳1衛,無,無,0,"8,800,000",豐原區,113
120.70795833403632,24.255133944268476,11,122.72,透天厝,住家用,全/四層,4房3廳4衛,有,有,0,"24,000,000",豐原區,113
120.71623209453213,24.241262680567107,30,72.32,住宅大樓(11層含以上有電梯),住家用,七層/十五層,4房1廳2衛,有,有,1,"13,800,000",豐原區,113
120.72626275148825,24.238355590212738,9,31.71,華廈(10層含以下有電梯),住家用,四層/七層,2房2廳1衛,有,有,1,"9,500,000",豐原區,113
120.70927199049896,24.244779968091045,32,39.37,華廈(10層含以下有電梯),住家用,五層/七層,3房2廳2衛,有,有,1,"8,500,000",豐原區,113
120.7228969194419,24.255694608255276,6,32.56,住宅大樓(11層含以上有電梯),住家用,十層/十二層,2房2廳1衛,有,有,1,"11,360,000",豐原區,113
120.72324107702941,24.24228686748137,18,54.68,透天厝,其他,全/四層,4房1廳3衛,無,無,1,"17,100,000",豐原區,113
120.74612326271138,24.263581535665008,,39.61,住宅大樓(11層含以上有電梯),住家用,六層/十二層,3房2廳2衛,有,有,1,"7,900,000",豐原區,113
120.70807686677979,24.250664714938228,23,30.67,住宅大樓(11層含以上有電梯),住家用,八層/十六層,2房2廳1衛,有,有,1,"7,600,000",豐原區,113
120.7302946721237,24.245559078571915,,49.72,住宅大樓(11層含以上有電梯),住家用,"十二層,見其他登記事項/十二層",3房2廳2衛,有,無,1,"15,900,000",豐原區,113
120.72621071576843,24.239664729491125,21,35.07,華廈(10層含以下有電梯),住家用,四層/八層,4房2廳2衛,有,有,1,"10,300,000",豐原區,113
120.72621071576843,24.239664729491125,21,41.36,華廈(10層含以下有電梯),住家用,八層/八層,3房2廳2衛,有,有,1,"11,300,000",豐原區,113
120.70170031878807,24.248566602776947,31,33.30,住宅大樓(11層含以上有電梯),住家用,六層/十六層,3房2廳2衛,有,有,1,"7,000,000",豐原區,113
120.72231628805024,24.260036605639723,2,34.93,住宅大樓(11層含以上有電梯),住家用,十五層/十五層,2房1廳1衛,有,有,1,"12,000,000",豐原區,113
120.71514173391444,24.25774797144366,,50.01,住宅大樓(11層含以上有電梯),住家用,七層/十五層,3房2廳2衛,有,有,1,"18,800,000",豐原區,113
120.70672584088526,24.238590065330815,24,48.58,華廈(10層含以下有電梯),住家用,七層/九層,4房2廳2衛,有,有,1,"10,250,000",豐原區,113
120.72311142337166,24.26123894126858,28,35.42,住宅大樓(11層含以上有電梯),住家用,十四層/二十層,3房2廳2衛,有,有,1,"8,050,000",豐原區,113
120.7093737069794,24.252021588578717,6,46.87,住宅大樓(11層含以上有電梯),住家用,十層/十五層,3房2廳2衛,有,有,1,"13,890,000",豐原區,113
120.72188952238493,24.22983308391003,10,50.26,透天厝,住家用,全/四層,3房2廳3衛,無,無,0,"16,800,000",豐原區,113
120.73327988367774,24.23543354117225,10,54.01,透天厝,住家用,全/四層,4房2廳2衛,無,無,0,"13,000,000",豐原區,113
120.71797077824357,24.25659751664284,72,21.92,透天厝,住商用,全/一層,4房2廳2衛,無,無,0,"6,500,000",豐原區,113
120.7202896646135,24.250028534473376,26,13.20,華廈(10層含以下有電梯),住家用,五層/六層,1房1廳1衛,有,有,0,"3,400,000",豐原區,113
120.71455036546524,24.257954541939927,42,56.16,透天厝,住商用,全/二層,3房2廳2衛,無,無,0,"28,790,000",豐原區,113
120.72279583898901,24.243261206212704,4,63.41,透天厝,住家用,全/四層,5房2廳4衛,無,無,0,"23,380,000",豐原區,113
120.71777349283768,24.256741612817837,37,69.62,透天厝,住商用,全/三層,6房2廳4衛,無,無,0,"15,800,000",豐原區,113
120.71146425523597,24.255158692152737,39,57.03,透天厝,住商用,全/三層,8房2廳5衛,無,無,0,"13,800,000",豐原區,113
120.71843643918695,24.25980373600032,50,30.49,透天厝,住家用,全/三層,3房2廳2衛,無,無,0,"8,000,000",豐原區,113
120.71584957029775,24.262742444095778,24,58.20,透天厝,商業用,全/四層,4房2廳3衛,有,有,0,"17,360,000",豐原區,113
120.72319037310659,24.238413235695894,47,32.98,透天厝,住家用,全/二層,3房2廳1衛,無,無,0,"15,000,000",豐原區,113
120.73876340097107,24.260092829774685,49,35.72,透天厝,住家用,全/三層,3房2廳3衛,無,無,0,"10,300,000",豐原區,113
120.74036298723031,24.243517914109802,39,89.02,透天厝,住家用,全/二層,5房2廳3衛,無,無,0,"18,500,000",豐原區,113
120.73128198505435,24.249028036902125,47,56.43,透天厝,住家用,全/二層,3房1廳2衛,無,無,0,"13,500,000",豐原區,113
120.72368456577627,24.25579537359637,45,7.77,公寓(5樓含以下無電梯),住家用,二層/五層,3房2廳1衛,無,有,0,"1,000,000",豐原區,113
120.71197374208319,24.260694552769827,25,108.28,透天厝,住家用,全/四層,4房2廳4衛,無,無,0,"26,800,000",豐原區,113
120.74494001848568,24.254396843817805,24,46.86,透天厝,商業用,全/三層,4房2廳3衛,無,無,0,"7,680,000",豐原區,113
120.71481283086163,24.237413576539517,45,28.71,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"13,000,000",豐原區,113
120.71537827632521,24.25324283997037,31,21.28,公寓(5樓含以下無電梯),住家用,四層/五層,1房1廳1衛,無,無,0,"3,600,000",豐原區,113
120.72770434789986,24.250385097547564,33,32.08,公寓(5樓含以下無電梯),住家用,一層/五層,3房2廳2衛,無,有,0,"6,900,000",豐原區,113
120.70616454508786,24.238598011619185,23,59.61,透天厝,住商用,全/四層,4房2廳3衛,無,無,0,"24,500,000",豐原區,113
120.72652595582153,24.239602094067063,25,37.87,華廈(10層含以下有電梯),住家用,三層/八層,3房2廳2衛,有,有,0,"7,200,000",豐原區,113
120.72770434789986,24.250385097547564,33,33.64,華廈(10層含以下有電梯),住家用,五層/五層,3房2廳2衛,有,有,0,"6,800,000",豐原區,113
120.71843949480939,24.25394378989522,27,22.08,華廈(10層含以下有電梯),住商用,八層/九層,2房1廳1衛,有,有,0,"4,850,000",豐原區,113
120.71303279040858,24.245193421062854,44,34.35,公寓(5樓含以下無電梯),住家用,"三層,陽台/四層",5房1衛,無,無,0,"5,600,000",豐原區,113
120.71133400297586,24.251781526089786,65,14.86,透天厝,住家用,全/一層,,無,無,0,"10,500,000",豐原區,113
120.74506561470224,24.25561599961252,30,32.02,透天厝,住商用,全/三層,6房2廳6衛,無,無,0,"15,400,000",豐原區,113
120.72172275167783,24.25218913955787,30,9.30,華廈(10層含以下有電梯),住家用,六層/十層,1房1衛,有,有,0,"2,320,000",豐原區,113
120.73186340710836,24.267620196182907,46,31.96,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"8,200,000",豐原區,113
120.7202896646135,24.250028534473376,26,10.58,華廈(10層含以下有電梯),住家用,四層/六層,1房1衛,有,無,0,"2,710,000",豐原區,113
120.7161204004686,24.247221755792065,45,58.38,透天厝,住家用,全/二層,6房3廳4衛,無,無,0,"24,000,000",豐原區,113
120.71864761076402,24.257826742405513,22,31.93,住宅大樓(11層含以上有電梯),住家用,十二層/十四層,2房2廳2衛,有,有,0,"8,760,000",豐原區,113
120.72077373777324,24.24030494604533,1,83.03,透天厝,住家用,全/四層,4房3廳6衛,有,無,0,"35,000,000",豐原區,113
120.73252728335584,24.242177052525857,1,72.15,透天厝,住家用,全/四層,4房3廳5衛,有,無,0,"28,080,000",豐原區,113
120.70350364907138,24.243802704232774,14,79.65,透天厝,住商用,全/四層,5房4廳6衛,無,無,0,"31,000,000",豐原區,113
120.71467382755911,24.237927976977524,39,47.18,透天厝,住家用,全/二層,6房3廳3衛,無,無,0,"5,900,000",豐原區,113
120.71739120025099,24.24701644222604,55,54.41,透天厝,住家用,全/三層,5房3廳5衛,無,無,0,"8,800,000",豐原區,113
120.7248421366885,24.24416783803241,7,59.88,住宅大樓(11層含以上有電梯),住家用,十層/十四層,3房2廳2衛,有,有,1,"23,000,000",豐原區,113
120.7248421366885,24.24416783803241,7,79.03,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十四層",1房2廳1衛,有,有,1,"20,000,000",豐原區,113
120.7248421366885,24.24416783803241,7,51.56,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十四層",1房2廳1衛,有,有,1,"12,500,000",豐原區,113
120.7248421366885,24.24416783803241,7,45.61,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十四層",1房2廳1衛,有,有,1,"13,500,000",豐原區,113
120.7248421366885,24.24416783803241,7,78.73,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十四層",1房2廳1衛,有,有,1,"21,000,000",豐原區,113
120.71918570398034,24.2370244214455,3,40.60,住宅大樓(11層含以上有電梯),住家用,十層/十二層,3房2廳2衛,有,有,1,"12,430,000",豐原區,113
120.72252135971024,24.251766225845174,27,35.08,住宅大樓(11層含以上有電梯),住家用,十三層/十三層,3房2廳2衛,有,有,1,"8,750,000",豐原區,113
120.71530789031355,24.258317131655232,2,36.51,住宅大樓(11層含以上有電梯),住家用,三層/十五層,2房2廳2衛,有,有,1,"11,000,000",豐原區,113
120.71138831856763,24.240802113183552,32,43.44,公寓(5樓含以下無電梯),住家用,二層/五層,3房1廳2衛,無,無,1,"7,700,000",豐原區,113
120.72231628805024,24.260036605639723,2,36.96,住宅大樓(11層含以上有電梯),住家用,七層/十五層,2房2廳1衛,有,有,1,"12,900,000",豐原區,113
120.70807686677979,24.250664714938228,23,43.88,住宅大樓(11層含以上有電梯),住家用,八層/十六層,3房2廳2衛,有,有,1,"9,700,000",豐原區,113
120.70627814883736,24.240584657593043,25,35.47,華廈(10層含以下有電梯),住家用,三層/六層,3房2廳2衛,有,有,1,"8,400,000",豐原區,113
120.70227710842077,24.250382610151075,31,41.65,華廈(10層含以下有電梯),住家用,四層/六層,3房2廳2衛,有,有,1,"2,350,000",豐原區,113
120.72178388345995,24.24219390676759,8,38.93,住宅大樓(11層含以上有電梯),住家用,七層/十一層,2房2廳1衛,有,有,1,"11,350,000",豐原區,113
120.71520614258378,24.242091450752383,30,25.26,住宅大樓(11層含以上有電梯),住家用,三層/十二層,2房2廳1衛,有,有,1,"5,000,000",豐原區,113
120.72854348629944,24.244770421875685,20,36.80,華廈(10層含以下有電梯),住家用,四層/九層,3房2廳2衛,有,有,1,"10,380,000",豐原區,113
120.71843949480939,24.25394378989522,27,4.69,華廈(10層含以下有電梯),商業用,一層/九層,,有,有,1,"1,100,000",豐原區,113
120.72854348629944,24.244770421875685,20,37.71,華廈(10層含以下有電梯),住家用,二層/九層,3房2廳2衛,有,有,1,"9,500,000",豐原區,113
120.7283766675209,24.24913122468402,30,26.65,華廈(10層含以下有電梯),住家用,二層/五層,2房2廳1衛,有,有,1,"6,300,000",豐原區,113
120.72841863156216,24.257194391984587,4,49.38,住宅大樓(11層含以上有電梯),住家用,三層/十五層,3房2廳2衛,有,有,1,"14,500,000",豐原區,113
120.72236569241292,24.241815741342727,25,36.27,華廈(10層含以下有電梯),住家用,九層/九層,3房2廳2衛,有,有,1,"7,500,000",豐原區,113
120.72842900567774,24.25230960486334,4,42.40,住宅大樓(11層含以上有電梯),住家用,八層/十二層,2房2廳2衛,有,有,1,"12,000,000",豐原區,113
120.72621963123017,24.25390381707174,25,33.10,華廈(10層含以下有電梯),住家用,五層/八層,3房2廳1衛,有,有,1,"8,300,000",豐原區,113
120.71514173391444,24.25774797144366,,46.29,住宅大樓(11層含以上有電梯),住家用,八層/十五層,4房2廳2衛,有,有,1,"14,050,000",豐原區,113
120.70005342214503,24.2453579969741,36,29.61,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"11,800,000",豐原區,113
120.73474277785138,24.25174288043024,16,122.06,透天厝,住家用,全/四層,4房2廳5衛,無,有,0,"12,000,000",豐原區,113
120.70188755106581,24.24428712085063,29,27.68,華廈(10層含以下有電梯),住家用,七層/九層,3房2廳1衛,有,有,0,"6,200,000",豐原區,113
120.70928803073177,24.25072120725073,,93.90,透天厝,住商用,全/五層,6房3廳8衛,有,無,0,"58,880,000",豐原區,113
120.71298337087714,24.24527458775276,39,118.91,透天厝,住商用,全/四層,7房2廳4衛,無,無,0,"13,900,000",豐原區,113
120.70235608623874,24.24606680018585,35,61.83,透天厝,住家用,全/三層,5房2廳3衛,無,無,0,"17,300,000",豐原區,113
120.70667152938981,24.245100017106083,36,55.83,透天厝,住家用,全/三層,7房7衛,無,無,0,"15,500,000",豐原區,113
120.71967573108742,24.23808174845635,35,40.56,透天厝,住家用,全/二層,4房3廳3衛,無,無,0,"14,000,000",豐原區,113
120.72677629106727,24.24226615392653,35,29.57,公寓(5樓含以下無電梯),住家用,一層/五層,3房2廳2衛,無,無,0,"5,000,000",豐原區,113
120.72592227291979,24.250201305162427,53,34.17,透天厝,住家用,全/二層,5房4廳3衛,無,無,0,"12,250,000",豐原區,113
120.70851611930684,24.248056122875557,34,171.94,透天厝,住家用,全/五層,7房4廳9衛,無,無,0,"26,500,000",豐原區,113
120.70847685212347,24.24800187439847,34,180.47,透天厝,住家用,全/五層,7房4廳9衛,無,無,0,"26,500,000",豐原區,113
120.70848705747959,24.243523393239137,53,16.34,透天厝,住家用,全/一層,3房3廳1衛,無,無,0,"6,690,000",豐原區,113
120.70170031878807,24.248566602776947,31,26.72,住宅大樓(11層含以上有電梯),住家用,十五層/十六層,3房2廳2衛,有,有,0,"5,550,000",豐原區,113
120.73256629480902,24.242357713728275,1,72.13,透天厝,住家用,全/四層,4房3廳5衛,有,無,0,"27,000,000",豐原區,113
120.71938281005018,24.24592758894197,56,9.11,透天厝,住家用,全/二層,4房1廳3衛,無,無,0,"2,160,000",豐原區,113
120.71938281005018,24.24592758894197,56,9.11,透天厝,住家用,全/二層,4房1廳3衛,無,無,0,"2,160,000",豐原區,113
120.71002662080598,24.250722616726662,56,74.69,透天厝,住商用,全/三層,6房2廳4衛,無,無,0,"44,000,000",豐原區,113
120.71162955135671,24.242996661943184,56,29.51,透天厝,住家用,全/二層,4房2廳1衛,無,無,0,"6,000,000",豐原區,113
120.71700688121803,24.238230300605654,27,71.23,透天厝,住家用,全/四層,4房3廳3衛,無,有,0,"13,300,000",豐原區,113
120.73168409518088,24.24981428948292,9,39.33,透天厝,住商用,全/四層,4房3廳3衛,無,無,0,"13,500,000",豐原區,113
120.70475736670981,24.250992392736904,36,37.97,透天厝,住家用,全/二層,4房2廳4衛,無,無,0,"8,500,000",豐原區,113
120.7269947430703,24.24603173974729,34,36.23,公寓(5樓含以下無電梯),住家用,五層/五層,3房2廳3衛,無,有,0,"6,200,000",豐原區,113
120.7434450809942,24.25831301831717,38,47.95,透天厝,辦公用,全/二層,5房1廳3衛,無,無,0,"16,800,000",豐原區,113
120.72863717402468,24.25166891056057,37,12.74,透天厝,住商用,全/四層,6房3廳4衛,無,無,0,"1,850,000",豐原區,113
120.72217750588847,24.255919033026775,39,24.22,公寓(5樓含以下無電梯),住家用,四層/五層,3房1廳1衛,無,無,0,"5,000,000",豐原區,113
120.71803903651745,24.239035816305634,2,64.23,透天厝,住家用,全/四層,3房3廳4衛,無,無,0,"23,000,000",豐原區,113
120.71703165280456,24.253742542411686,51,16.79,公寓(5樓含以下無電梯),住家用,三層/四層,2房2廳1衛,無,無,0,"3,800,000",豐原區,113
120.72055938542424,24.270805215741007,34,40.04,透天厝,住家用,全/三層,4房3廳4衛,無,無,0,"13,200,000",豐原區,113
